"id","short_citation","year","author","long_citation","url","created_at","updated_at","approved","bibtex"
1091,"Delibrias et al. 1988","1988"," Delibrias, G./Guillier, M.T.","Gif natural radiocarbon measurements; XI. In: Radiocarbon Vol. 30.1. P 61-124
","","2014-07-03 10:53:22.559622","2014-07-03 10:53:22.559622",,""
1206,"González Marcén 2010","2010","González Marcén, P.","Les ocupacions prehistòriques del Forat de Conqueta
(Santa Linya, Lleida): cronologia i dinàmica d’ús. In: Treballs d’Arqueologia 16, 2010. 115-123.","","2014-07-23 15:50:26.930935","2014-07-23 15:50:26.930935",,""
1366,"Brown 2007","2007","Brown, Alex","Dating the onset of cereal cultivation in Britain and Ireland: the evidence from charred cereal grains. Antiquity 81 / 314, 2007, 1042--1052.","","2015-06-23 12:16:26.182425","2015-06-23 12:16:26.182425",,"@article{brown2007dating,
  title={Dating the onset of cereal cultivation in Britain and Ireland: the evidence from charred cereal grains},
  author={Brown, Alex},
  journal={Antiquity},
  volume={81},
  number={314},
  pages={1042--1052},
  year={2007},
  publisher={Cambridge Univ Press}
}"
883,"Neal et al. 1990","1990","Neal, David S and Wardle, Angela and Hunn, Jonathan and Heritage, English","Excavation of the Iron Age, Roman, and Medieval Settlement at Gorhambury, St Albans 14 (1990).","","2014-05-07 09:24:17.776348","2014-05-07 09:24:17.776348",,"@book{neal1990excavation,
  title={Excavation of the Iron Age, Roman, and Medieval Settlement at Gorhambury, St Albans},
  author={Neal, David S and Wardle, Angela and Hunn, Jonathan and Heritage, English},
  volume={14},
  year={1990},
  publisher={Historic Buildings \& Monuments Commission for England}
}"
621,"Muñoz 1972","1972","Muñoz, A.M.","Analisis de Carbono-14 sobre muestras recogidas por el Instituto de Arqueología de la Universidad de Barcelona. In: Pyrenae 8, 1972. 147-150. ","","2011-10-13 20:10:06","2014-07-23 16:08:05.588481",,"@article{munoz1972analisis,
  title={Analisis de Carbono-14 sobre muestras recogidas por el Instituto de Arqueología de la Universidad de Barcelona},
  author={Muñoz, A.M.},
  journal={Pyrenae},
  volume={8},
  pages={147--150},
  year={1972}
}
"
585,"Martín/Mestres 2002","2002","Martín, A. Mestres, J.S. ","Periodització des de la fí del Neolític fins a l’Edat del Bronze a la Catalunya Sud-Pirinenca. Cronologia relativa i absoluta. In: XII Col· loqui Internacional d’Arqueologia de Puigcerdà: Pirineus i veïns al 3r mil·leni AC. De la fi del neolític a l’edat del bronze entre l’Ebre i la Garona (Puigcerdà 2000). 77-130.","","2011-10-13 20:10:06","2014-07-24 09:04:19.495186",,"@article{martin2003perioditzacio,
  title={Periodització des de la fí del Neolític fins a l’Edat del Bronze a la Catalunya Sud-Pirinenca. Cronologia relativa i absoluta},
  author={Martín, A. Mestres, J.S. },
  journal={XII Col· loqui Internacional d’Arqueologia de Puigcerdà: Pirineus i veïns al 3r mil·leni AC. De la fi del neolític a l’edat del bronze entre l’Ebre i la Garona},
  pages={77--130},
  year={2003}
}
"
884,"Hedges et al. 1994","1994","Hedges, REM and Housley, RA and Ramsey, C Bronk and Van Klinken, GJ","Radiocarbon dates from the Oxford AMS system: Archaeometry datelist 18. Archaeometry 36 / 2, 1994, 337--374.","","2014-05-07 09:31:11.448173","2014-05-07 09:31:11.448173",,"@article{hedges1994radiocarbon,
  title={Radiocarbon dates from the Oxford AMS system: Archaeometry datelist 18},
  author={Hedges, REM and Housley, RA and Ramsey, C Bronk and Van Klinken, GJ},
  journal={Archaeometry},
  volume={36},
  number={2},
  pages={337--374},
  year={1994},
  publisher={Wiley Online Library}
}"
885,"Niblett 2001","2001","Niblett, Rosalind","A Neolithic dugout from a multi-period site near St Albans, Herts, England. International Journal of Nautical Archaeology 30 / 2, 2001, 155--195.","","2014-05-07 09:31:11.455178","2014-05-07 09:31:11.455178",,"@article{niblett2001neolithic,
  title={A Neolithic dugout from a multi-period site near St Albans, Herts, England},
  author={Niblett, Rosalind},
  journal={International Journal of Nautical Archaeology},
  volume={30},
  number={2},
  pages={155--195},
  year={2001},
  publisher={Wiley Online Library}
}"
887,"Cooper et al. 2008","2008","Cooper, Anwen and Edmonds, Mark and Beech, Mark","Past and present: excavations at Broom, Bedfordshire 1996-2005 (2008).","","2014-05-07 09:41:07.845386","2014-05-07 09:41:07.845386",,"@book{cooper2008past,
  title={Past and present: excavations at Broom, Bedfordshire 1996-2005},
  author={Cooper, Anwen and Edmonds, Mark and Beech, Mark},
  year={2008},
  publisher={Cambridge Archaeological Unit UV of Cambridge}
}"
719,"Hedges et al. 1997","1997","Hedges, R. E. M., Pettitt, P. B., Bronk Ramsey, C. & Klinken, G. J. van","Radiocarbon dates from the Oxford AMS system: Archaeometry datelist 24. Archaeometry 39 / 2, 1997.","","2011-10-25 12:58:37.352692","2014-05-21 11:52:05.759292",,"

@article{GBV-1520234805,
 author = {Hedges, R.E.M. and Pettitt, P.B. and Ramsey, C.Bronk and Klinken,
G.J.van},
 title = {Radiocarbon dates from the Oxford AMS system: Archaeometry datelist
24},
 journal = {Archaeometry},
 year = {1997},
 volume = {39},
 number = {2},
}"
410,"Roumelis 2002","2002","N. Roumelis","N. Roumelis, Hällkistan i Dragby –  reflektioner på social stratifiering under senneolitikum utifrån dietanalys. CD-Uppsats. Archaeological Research Laboratory (Stockholm 2002).
","","","2012-01-09 07:57:27.525843",,""
403,"Petersson 1993","1993","H. Petersson","H. Petersson, Håkan, Slottsmöllan. En statistisk och databaserad metodstudie på tidig­ neolitiskt keramikmaterial. Slottsmöllan. A computerized statistical study of Early Neolithic pottery. GBARC.
","","","2012-01-09 08:12:49.571005",,""
886,"Dawson 1996","1996","Dawson, M","Plantation Quarry, Willington: Excavations 1988-1991. Bedfordshire Archaeology 22, 1996, 2--49.","","2014-05-07 09:35:33.940518","2014-05-07 09:35:33.940518",,"@article{dawson1996plantation,
  title={Plantation Quarry, Willington: Excavations 1988-1991},
  author={Dawson, M},
  journal={Bedfordshire Archaeology},
  volume={22},
  pages={2--49},
  year={1996},
  publisher={BEDFORDSHIRE ARCHAEOLOGICAL COUNCIL}
}"
226,"Liversage 1992","1992","D. Liversage","Barkaer : long barrows and settlements. Arkaeologiske studier 9 (Copenhagen1992).","","","2014-05-21 11:40:19.860197",,"

@book{GBV-043715443,
 author = {Liversage, David},
 title = {Barkaer : long barrows and settlements},
 year = {1992},
 series = {Arkaeologiske studier},
volume = {9},
 address = {Copenhagen},
}"
265,"Helbaek 1952","1952","H. Helbæk","Preserved apples and panicum in the prehistoric site at Nørre Sandegaard in Bornholm. Acta archaeologica 23, 1952, 107-115.","","","2014-05-21 11:45:09.260634",,"

@article{GBV-729342972,
 author = {Helbaek, Hans},
 title = {Preserved apples and panicum in the prehistoric site at Nørre
Sandegaard in Bornholm},
 journal = {Acta archaeologica},
 year = {1952},
 volume = {23},
 pages = {107-115},
}"
223,"Bakker 1979","1979","J. Bakker","The TRB West Group : studies in the chronology and geography of the makers of Hunebeds and Tiefstich pottery. Cingula 5 (Amsterdam1979).","","","2014-05-21 11:50:10.793463",,"

@book{GBV-129027529,
 author = {Bakker, J. A.},
 title = {The TRB West Group : studies in the chronology and geography of the
makers of Hunebeds and Tiefstich pottery},
 publisher = {Universiteit},
 year = {1979},
 series = {Cingula},
volume = {5},
 address = {Amsterdam},
}"
383,"Königsson 1970","1970","L.-K. Königsson","The Bjurselet settlement : Traces of neolithic human influence upon the landscape development at the Bjurselet settlement, Västerbotten, Northern Sweden. The Bjurselet settlement 1 (Umeå1970).","","","2014-05-21 12:10:26.919806",,"
@book{GBV-227005864,
 author = {Königsson, Lars-König},
 editor = {Christiansson, Hans},
 title = {The Bjurselet settlement : Traces of neolithic human influence upon
the landscape development at the Bjurselet settlement, Västerbotten,
Northern Sweden},
 year = {1970},
 volume = {1},
 series = {The Bjurselet settlement},
 address = {Umeå},
}"
288,"Furholt 2003","2003","M. Furholt","Die absolutchronologische Datierung der Schnurkeramik in Mitteleuropa und Südskandinavien (Bonn2003).","","","2014-05-21 12:11:32.414587",,"

@book{GBV-376659181,
 author = {Furholt, Martin},
 title = {Die absolutchronologische Datierung der Schnurkeramik in
Mitteleuropa und Südskandinavien},
 year = {2003},
 address = {Bonn},
}"
369,"Janzon 2009","2009","G.O. Janzon","The dolmen in Alvastra. Kungl. Vitterhets Historie och Antikvitets Akademiens Handlingar : Antikvariska serien 47 (Stockholm2009).","","","2014-05-21 12:12:58.792927",,"

@book{GBV-614326869,
 editor = {Janzon, Gunborg O.},
 title = {The dolmen in Alvastra},
 year = {2009},
 series = {Kungl. Vitterhets Historie och Antikvitets Akademiens Handlingar :
Antikvariska serien},
volume = {47},
 address = {Stockholm},

}"
713,"Kohl/Quitta1964","1964","G. Kohl, H. Quitta","Berlin radiocarbon measurements I. Radiocarbon 6, 1964, 308-317.","","2011-10-24 08:43:35.782148","2014-05-28 13:38:47.043114",,"@article{GBV-595872816,
 author = {Kohl, G. and Quitta, H.},
 title = {Berlin radiocarbon measurements I},
 journal = {Radiocarbon},
 year = {1964},
 volume = {6},
 pages = {308-317},
}"
537,"Francès 1993","1993","Francès, J.","Les estructures del Bronze antic del poliesportiu de la UAB: primers resultats. In: Limes 3, 1993. 5-24.","","2011-10-13 20:10:06","2014-07-24 08:57:16.154534",,"@article{frances1993estructures,
  title={Les estructures del bronze antic del poliesportiu de la UAB: primers resultats},
  author={Francès, J.},
  journal={Limes},
  volume={3},
  pages={5--24},
  year={1993}
}
"
368,"Janzon 1984","1984","G.O. Janzon","G.O. Janzon, A Megalithic Grave at Alvastra in Östergötland. The Archaeology of Carrowmore. Theses and papers in North-European archaeology 14, 1984.  361–366.","","","2014-07-24 15:54:30.372822",,"@article{janzon1984megalithic,
  title={A Megalithic Grave at Alvastra in Östergötland, Sweden. The archaeology of Carrowmore},
  author={Janzon, G. O.},
  journal={Theses and papers in North-European archaeology},
  volume={14},
  pages={361-366},
  year={1984}
}
"
1353,"Fairweather/Ralston 1993","1993","Fairweather, Alan D and Ralston, Ian","The Neolithic timber hall at Balbridie, Grampian Region, Scotland: the building, the date, the plant macrofossils. Antiquity 67 / 255, 1993, 313--323.","","2015-06-02 08:41:19.637493","2015-06-02 08:41:19.637493",,"@article{fairweather1993neolithic,
  title={The Neolithic timber hall at Balbridie, Grampian Region, Scotland: the building, the date, the plant macrofossils},
  author={Fairweather, Alan D and Ralston, Ian},
  journal={Antiquity},
  volume={67},
  number={255},
  pages={313--323},
  year={1993},
  publisher={Cambridge Univ Press}
}"
1357,"Barclay/Maxwell 1998","1998","Barclay, Gordon and Maxwell, Gordon S","The Cleaven Dyke and Littleour: Monuments in the Neolithic of Tayside.","","2015-06-02 09:31:00.407269","2015-06-02 09:31:00.407269",,"@inproceedings{barclay1998cleaven,
  title={The Cleaven Dyke and Littleour: Monuments in the Neolithic of Tayside},
  author={Barclay, Gordon and Maxwell, Gordon S},
  year={1998},
  organization={Society Antiquaries Scotland}
}"
341,"Güthlein 1996","1996","A. Güthlein","A. Güthlein, Neolitisk keramik i Häl­singland. En jämförande studie av keramikmate­rialet från RAÄ 127, 129 och 130 i Jättendal sn samt RAÄ 68 i Enånger sn (Hedningahällan). Neolithic pottery in Hälsingland. A comparative study of pottery from Raä 127, 129 and 130 in Jättendal parish and Raä 68 in Enånger parish (Hedningahällan). UMARC.
","","","2012-01-09 08:55:43.852451",,""
485,"Bosch et al. 1993","1993","Bosch, A. / Chinchilla, J. / Mercadal, O. / Tarrús, J.","El paradolmen de Tafaina (Ventalló). In: Cypsela 10, 1993.  33-50.","","2011-10-13 20:10:06","2014-07-24 09:36:35.906767",,"@article{bosch1993paradolmen,
  title={El paradolmen de Tafaina (Ventalló)},
  author={Bosch, A. and Chinchilla, J. and Mercadal, O. and Tarrús, J.},
  journal={Cypsela},
  volume={10},
  pages={33--50},
  year={1993}
}
"
892,"Rakoksvy 1985","1985","Rakovsky","I. Rakovsky, A Bell Beaker culture site at Holubice. Arch. Rozhledy 37, 1985, 377-392.","","2014-05-13 07:21:07.152625","2014-05-13 07:21:07.152625",,""
902,"Gallay/Baudais 1984","1984","Gallay/Baudais","A. Gallay/D. Baudais, Rances, Champ-Vully Est (Vaud, Suisse). Première céramique, premier métal du Néolithique á l'Age du Bronze dans le domaine circum-alpin. Catalogue d'exposition, musée de Lons-le-Saunier, oct. 1985-mars 1986 (1984) 99-108.","","2014-05-13 13:42:59.080506","2014-05-13 13:42:59.080506",,""
905,"Gibson/McCormick 1985","1985","Gibson, A and McCormick, A","Archaeology at Grendon Quarry, Northamptonshire. Part 1: Neolithic and Bronze Age sites excavated in 1974-75. Northamptonshire Archaeol 20, 1985, 23--66.","","2014-05-20 09:13:55.386281","2014-05-20 09:13:55.386281",,"@article{gibson1985archaeology,
  title={Archaeology at Grendon Quarry, Northamptonshire. Part 1: Neolithic and Bronze Age sites excavated in 1974-75},
  author={Gibson, A and McCormick, A},
  journal={Northamptonshire Archaeol},
  volume={20},
  pages={23--66},
  year={1985}
}"
907,"Sarti 2001","2001","Sarti","L. Sarti, Il sito campaniforme di Volpaia (Sesto Fiorentino, Firenze). In: Nicolis 2001, 645-647.","","2014-05-20 09:20:55.367567","2014-05-20 09:20:55.367567",,""
914,"Cardoso 2001","2001","Cardoso","J. L. Cardoso, Le phénomène campaniforme dans le basses vallées du Tage et du Sado (Portugal). In: Nicolis 2001, 139-154.","","2014-05-20 10:18:44.4264","2014-05-20 10:18:44.4264",,""
764,"K. Bokelmann 1997","1997","K. Bokelmann","""Faint flint fall-out"": Duvensee, Wohnplatz 19. Offa 52, 1996, 45-56.","","2012-01-09 13:03:45.411411","2014-05-21 11:27:09.898446",,"

@article{GBV-473913356,
 author = {Bokelmann, Klaus},
 title = {""Faint flint fall-out"": Duvensee, Wohnplatz 19},
 journal = {Offa},
 year = {1996},
 volume = {52},
 pages = {45-56},
}"
763,"I. Clausen 1995","1995","W. Bauch, K. Bokelmann, I. Clausen, H. Jöns, W.Kramer, H. J. Kühn, H. E. Saggau, B. Zich","Neunter Arbeitsbericht des Landesamtes für Vor- und Frühgeschichte von Schleswig-Holstein: Grabungsberichte der Jahre 1984-1987. Offa 51, 1995, 191-248.","","2012-01-09 12:14:38.171486","2014-05-21 11:28:44.401993",,"

@article{GBV-473913305,
 title = {Neunter Arbeitsbericht des Landesamtes für Vor- und
Frühgeschichte von Schleswig-Holstein: Grabungsberichte der Jahre
1984-1987},
 journal = {Offa},
 year = {1995},
 volume = {51},
 pages = {191-248},
}"
250,"Bennike & Ebbesen 1987","1987","P. Bennike, K. Ebbesen","The Bog Find from Sigersdal. Human Sacrifice in the Early Neolithic (with a contribution by Lise Bender Jørgensen). Journal of Danish archaeology 5, 1986, 85-115.","","","2014-05-21 11:32:23.379146",,"

@article{GBV-560118864,
 author = {Bennike, Pia and Ebbesen, Klaus},
 title = {The Bog Find from Sigersdal. Human Sacrifice in the Early Neolithic
(with a contribution by Lise Bender Jørgensen)},
 journal = {Journal of Danish archaeology},
 year = {1986},
 volume = {5},
 pages = {85-115},
}"
427,"Kristensen 1991","1991","I.K. Kristensen","Storgård IV. An Early Neolithic Long Barrow near Fjelsø, North Jutland. Journal of Danish archaeology 8, 1989, 72-87.","","","2014-05-21 11:33:56.234766",,"

@article{GBV-560581955,
 author = {Kjær Kristensen, Inge},
 title = {Storgård IV. An Early Neolithic Long Barrow near Fjelsø, North
Jutland},
 journal = {Journal of Danish archaeology},
 year = {1989},
 volume = {8},
 pages = {72-87},
}"
490,"Carbonell et al. 1985","1985","Carbonell, E. / Cebrià, A. / Esteban, A. / Garcìa, J.F. / Garcia, L. / Lucas, J.M. / Maestro, E. / Miralles, J. / Miret, J. / Miró, J. and others","Sota Palou. Un centre d'intervenció prehistòrica postglaciar a l'aire lliure. Girona,  Sèrie Monogràfica 5, Centre d'Investigacions Arqueològiques de la Diputació de Girona (Girona 1985).","","2011-10-13 20:10:06","2014-07-24 09:29:04.274513",,"@article{carbonell1985sota,
  title={Sota Palou-Campdevànol},
  author={Carbonell, E. and Cebrià, A. and Esteban, A. and Garcìa, J.F. and Garcia, L. and Lucas, J.M. and Maestro, E. and Miralles, J. and Miret, J. and Miró, J. and others},
  journal={Un centre d'intervenció prehistòrica postglaciar a l'aire lliure. Centre d'Investigacions Arqueològiques de la Diputació de Girona},
  year={1985}
}
"
654,"Tarrús 1988","1988","Tarrús, J.","El megalitisme de l’Albera-Serra de Roda-Cap de Creus (Alt Empordà-Vallespir Oriental), segons els estudis dels darrers 10 anys (1979-1988). In: Tribuna d’Arqueologia 1987-1988, 1989. 39-51.","","2011-10-13 20:10:06","2014-07-24 09:58:20.245851",,"@article{tarrus1988megalitisme,
  title={El megalitisme de l’Albera-Serra de Roda-Cap de Creus (Alt Empordà-Vallespir Oriental), segons els estudis dels darrers 10 anys (1979-1988)},
  author={Tarrús, J.},
  journal={Tribuna d’Arqueologia},
  pages={39--51},
  year={1988}
}
"
438,"Munkenberg 1997","1997","B.-A. Munkenberg","B.-A. Munkenberg, En senmesolitisk och neolitisk avfallsgrop och kulturlager på Orust: fornlämning 367, Morlanda socken, Bohuslän.
Rapport UV Väst 1997 / 22, 1997.","","","2014-07-24 15:11:34.29979",,""
893,"Budziszewski/Haduch/Wlodarcak 2003","2003","Budziszewski/Haduch/Wlodarcak","J. Budziszewski/E. Haduch/P. Wlodarcak, Bell Beaker in South-Eastern Poland. In: Czebreszuk/Szmyt, The northeast frontier of bell beakers : proceedings of the symposium held at
the Adam Mickiewicz University, Poznań (Poland), May 26-29-2002, 2003, 155-181.","","2014-05-13 07:32:47.802215","2014-05-13 07:32:47.802215",,""
